pmid	status	method	filename	journal	year	author	doi	title	detail
40973330	ok	Unpaywall	40973330_Mussayev_2025.pdf	JACC Case Rep	2025	Mussayev	10.1016/j.jaccas.2025.105094	The First Pediatric LAMPOON Procedure for TMVR (Valve-in-Ring).	Unpaywall 2404 KB
41005842	ok	EuropePMC	41005842_Lateef_2025.pdf	JACC Case Rep	2025	Lateef	10.1016/j.jaccas.2025.105222	Left Main Obstruction From Paravalvular Leak Closure Device in Patient With Surgical Aortic Valve Replacement.	6926 KB
41005845	ok	EuropePMC	41005845_Mason_2025.pdf	JACC Case Rep	2025	Mason	10.1016/j.jaccas.2025.105228	Iatrogenic Reopening of a Congenital VSD After TAVR.	3067 KB
41043937	ok	EuropePMC	41043937_Taniguchi_2025.pdf	JACC Case Rep	2025	Taniguchi	10.1016/j.jaccas.2025.105313	Acute Occlusion of Right Coronary Artery During Transcatheter Aortic Valve Replacement of a Bicuspid Valve.	5834 KB
41072982	ok	EuropePMC	41072982_Altaf_2025.pdf	JACC Case Rep	2025	Altaf	10.1016/j.jaccas.2025.105299	Renal Artery Perforation During Transcatheter Aortic Valve Replacement.	3140 KB
41106893	ok	EuropePMC	41106893_Frisoli_2025.pdf	JACC Case Rep	2025	Frisoli	10.1016/j.jaccas.2025.105373	Transseptal Access Through Prior Atrial Septal Occluder Device for TMVR for Prosthetic Mitral Valve Degeneration.	3336 KB
41106900	ok	EuropePMC	41106900_Sami_2025.pdf	JACC Case Rep	2025	Sami	10.1016/j.jaccas.2025.105478	Alpha-Gal Syndrome and Aortic Valve Replacement.	1955 KB
41108318	ok	EuropePMC	41108318_Love_2025.pdf	JACC Case Rep	2025	Love	10.1016/j.jaccas.2025.105756	Non-ST-Segment Elevation Myocardial Infarction Secondary to Embolic Prosthetic Valve Thrombus: A Rare Post-Transcatheter Aortic Valve Replacement Complication.	1904 KB
41123533	ok	EuropePMC	41123533_Rehan_2025.pdf	JACC Case Rep	2025	Rehan	10.1016/j.jaccas.2025.105754	Intravascular Lithotripsy-Enabled Transcatheter Aortic Valve Replacement in Heavily Calcified Bicuspid Aortic Valve.	13423 KB
41128692	ok	EuropePMC	41128692_Hakim_2025.pdf	JACC Case Rep	2025	Hakim	10.1016/j.jaccas.2025.105840	Intraprocedural Cardiac Arrest and Multivessel Spasm During Transcatheter Aortic Valve Replacement.	2658 KB
41136032	ok	EuropePMC	41136032_Khan_2025.pdf	JACC Case Rep	2025	Khan	10.1016/j.jaccas.2025.104356	Surgical Reintervention for Complex, Multivalvular Rheumatic Heart Disease.	3839 KB
41136039	ok	EuropePMC	41136039_Asselin_2025.pdf	JACC Case Rep	2025	Asselin	10.1016/j.jaccas.2025.105666	Transfemoral Retrograde Transcatheter Mechanical Thrombectomy of Massive Left Ventricular Thrombus.	3165 KB
41136048	ok	EuropePMC	41136048_D_Errico_Ramirez_2025.pdf	JACC Case Rep	2025	D'Errico Ramirez	10.1016/j.jaccas.2025.105526	Septic Coronary Embolism and Myocardial Rupture After Valve-in-Valve TAVR Endocarditis.	7891 KB
41173625	ok	EuropePMC	41173625_Kameda_2025.pdf	JACC Case Rep	2025	Kameda	10.1016/j.jaccas.2025.105586	Late Complications of TAVR: Endocarditis and Dissection Managed With Strategic Surgery.	6030 KB
41175118	ok	EuropePMC	41175118_Tadokoro_2025.pdf	JACC Case Rep	2025	Tadokoro	10.1016/j.jaccas.2025.105917	Clinical Course After Transcatheter Aortic Valve Replacement for Takayasu Arteritis-Related Aortic Stenosis and Regurgitation.	6615 KB
41238236	ok	EuropePMC	41238236_Theriot_2025.pdf	JACC Case Rep	2025	Theriot	10.1016/j.jaccas.2025.105614	Reducing TAVR Vascular Complications Through Multidisciplinary Process Optimization.	4426 KB
41386941	ok	EuropePMC	41386941_Peng_2025.pdf	JACC Case Rep	2025	Peng	10.1016/j.jaccas.2025.105893	Bailout Strategies for Balloon Entrapment During TAVR in Type 0 Bicuspid Aortic Valve.	2046 KB
41269192	ok	EuropePMC	41269192_Valle_2026.pdf	JACC Case Rep	2026	Valle	10.1016/j.jaccas.2025.106066	Fibrinolysis for Apical Thrombus as a Bridge to Emergent Valve-in-Valve Transcatheter Aortic Valve Replacement.	8003 KB
41186541	exists	-	41186541_Kobari_2025.pdf	JACC Case Rep	2025	Kobari	10.1016/j.jaccas.2025.105930	ICE-Guided False Lumen Occlusion Following Combined TAVR and TEVAR.	5122 KB
41379053	exists	-	41379053_Valand_2026.pdf	JACC Case Rep	2026	Valand	10.1016/j.jaccas.2025.106215	Transcatheter Repair of Aortopulmonary Fistula With VSD Occluder After Surgical Aortic Valve Replacement for Aortic Valve Endocarditis.	2950 KB
41400611	exists	-	41400611_Ando_2026.pdf	JACC Case Rep	2026	Ando	10.1016/j.jaccas.2025.106523	Continuous Assessment of Left Ventricular Outflow Obstruction in Transcatheter Aortic Valve Implantation.	3153 KB
41532911	exists	-	41532911_Nishi_2026.pdf	JACC Case Rep	2026	Nishi	10.1016/j.jaccas.2025.106527	Intravascular Lithotripsy of Negatively Remodeled Calcified Abdominal Aorta to Facilitate Transfemoral Transcatheter Aortic Valve Replacement.	6490 KB
41563190	exists	-	41563190_Sedhom_2026.pdf	JACC Case Rep	2026	Sedhom	10.1016/j.jaccas.2025.106654	Transcatheter Closure of an LVOT to LA Fistula After Aortic Bioprosthetic Valve Fracture.	4303 KB
41641912	exists	-	41641912_Hu_2026.pdf	JACC Case Rep	2026	Hu	10.1016/j.jaccas.2025.106415	Aortic Valve Stenosis and Insufficiency Combined With Aortic Coarctation.	5830 KB
41670576	exists	-	41670576_Shrestha_2026.pdf	JACC Case Rep	2026	Shrestha	10.1016/j.jaccas.2026.106960	Obstructive Hypoattenuated Leaflet Thickening in a Complex Valve-in-Valve TAVR Successfully Treated With Thrombolysis.	5233 KB
41689575	exists	-	41689575_Saigan_2026.pdf	JACC Case Rep	2026	Saigan	10.1016/j.jaccas.2026.106869	Strategic Reintervention With Marked Oversizing and Overexpansion in TAV-in-SAV for Hemolytic Paravalvular Leak.	8485 KB
41784304	exists	-	41784304_Kodesh_2026.pdf	JACC Case Rep	2026	Kodesh	10.1016/j.jaccas.2025.105225	Multidisciplinary Management and Hemodynamic Rescue of Cardiogenic Shock in RCA STEMI With Severe Mitral Regurgitation.	5642 KB
41811287	exists	-	41811287_Hu_2026.pdf	JACC Case Rep	2026	Hu	10.1016/j.jaccas.2026.107362	Management of a Chronically Infolded Self-Expanding Aortic Valve.	8394 KB
41817271	exists	-	41817271_Asselin_2026.pdf	JACC Case Rep	2026	Asselin	10.1016/j.jaccas.2026.106928	Removal of Massive Left Atrial Appendage Closure Device-Related Thrombus With Complete Embolic Protection: Step-by-Step Technique.	5796 KB
41837945	exists	-	41837945_Kamitani_2026.pdf	JACC Case Rep	2026	Kamitani	10.1016/j.jaccas.2026.107381	Surgical Findings of Iatrogenic Aortic Regurgitation After Percutaneous Left Atrial Appendage Device Retrieval.	4296 KB
41925257	exists	-	41925257_Jha_2026.pdf	JACC Case Rep	2026	Jha	10.1016/j.jaccas.2026.106864	Post-Myocardial Infarction Ventricular Septal Defect Percutaneous Closure.	9394 KB
19778770	no_pdf	-		JACC Cardiovasc Interv	2009	Fraccaro	10.1016/j.jcin.2009.06.016	Expanding the eligibility for transcatheter aortic valve implantation the trans-subclavian retrograde approach using: the III generation CoreValve revalving system.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
21777894	no_pdf	-		JACC Cardiovasc Interv	2011	Madder	10.1016/j.jcin.2011.05.009	The first report of transcatheter aortic valve implantation and percutaneous mitral valve repair in the same patient.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
22511742	no_pdf	-		Circ Cardiovasc Interv	2012	Agostoni	10.1161/CIRCINTERVENTIONS.112.968396	Frozen leaflet: a dreadful complication of transcatheter aortic valve implantation.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
22589295	no_pdf	-		Circ Cardiovasc Interv	2012	Pasic	10.1161/CIRCINTERVENTIONS.111.967315	Rupture of the device landing zone during transcatheter aortic valve implantation: a life-threatening but treatable complication.	EPMC: no PMC | UPW: Unpaywall: tried 1 URLs, all failed
23597608	no_pdf	-		JACC Cardiovasc Interv	2013	Dahdouh	10.1016/j.jcin.2012.08.029	Aortic arch rupture: an uncommon but fatal complication during transcatheter aortic valve implantation.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
24550532	no_pdf	-		Circ Cardiovasc Interv	2014	Fassa	10.1161/CIRCINTERVENTIONS.113.000995	Successful endovascular stroke rescue with retrieval of an embolized calcium fragment after transcatheter aortic valve replacement.	EPMC: no PMC | UPW: Unpaywall: tried 1 URLs, all failed
24742947	no_pdf	-		JACC Cardiovasc Interv	2014	Hendry	10.1016/j.jcin.2013.07.021	Successful transcatheter aortic valve replacement in a patient with a sinus of Valsalva aneurysm.	EPMC: no PMC | UPW: Unpaywall: no PDF URL
